date,sku,asin,product,category,units,listing_price,clf,oiv,customer_price
2026-04-11,SC-F-HYB-LATEX-Q-78x60x6,B09XGPZKTZ,Hybrid Latex Mattress,Mattress,4,55252.0,4920.0,60172.0,51147.0
2026-04-11,SC-F-HYB-LATEX-Q-78x60x8,B09XFL1H1T,Hybrid Latex Mattress,Mattress,2,31374.0,2460.0,33834.0,28040.0
2026-04-11,SC-F-LITEPILWPSET2-S-27X17,B0CV17V482,Fiber Lite,Pillows,1,683.0,148.0,831.0,683.0
2026-04-11,SC-F-LTX-ORTHO-K-78X72X6,B0G3BY1NZH,Latex Ortho Mattress,Mattress,1,15049.0,1230.0,16279.0,13746.0
2026-04-11,SC-F-LTX-ORTHO-K-78x72x5,B0G7JCBDJJ,Latex Ortho Mattress,Mattress,1,12909.0,950.0,13859.0,11800.0
2026-04-11,SC-F-LTX-ORTHO-Q-72X60X8,B0G3CNC7P5,Latex Ortho Mattress,Mattress,1,14249.0,1230.0,15479.0,14249.0
2026-04-11,SC-F-LTX-ORTHO-S-72x36x5,B0G7HSDJXL,Latex Ortho Mattress,Mattress,1,7289.0,810.0,8099.0,6150.0
2026-04-11,SC-F-ORIG-K-75x72x4,B0G7163NHY,Original Mattress,Mattress,1,10235.0,950.0,11185.0,10235.0
2026-04-11,SC-F-ORIG-Q-72x60x4,B0G71QJRXS,Original Mattress,Mattress,1,8216.0,810.0,9026.0,8216.0
2026-04-11,SC-F-ORIG-Q-75x66x5,B0G256TCF3,Original Mattress,Mattress,1,11985.0,950.0,12935.0,11596.0
2026-04-11,SC-F-ORIG-S-72x36x4,B0G71BGCB3,Original Mattress,Mattress,1,5580.0,810.0,6390.0,5580.0
2026-04-11,SC-F-PROT-Q-75x60,B0822WH47T,Protector,Bedding,6,6392.0,846.0,7238.0,6072.0
2026-04-11,SC-F-PROT-Q-78x60,B0822WJWGS,Protector,Bedding,3,2397.0,423.0,2820.0,2397.0
2026-04-11,SC-F-S2CLPILW27x18,B08R7MX63N,Cloud Pillow,Pillows,2,3299.0,422.0,3721.0,2857.0
2026-04-11,SC-F-S2MFPILW-26x16x4,B08R8DC5BB,Memory Foam Pillow,Pillows,2,3832.0,422.0,4254.0,3832.0
2026-04-11,SC-F-SMFPILWSET1-BAM-S-22x14,B0F1Y416FR,Small Memory Foam Pillow,Pillows,1,851.0,148.0,999.0,851.0
2026-04-11,SC-F-SUMLMCOMF-D-90x100,B0FCMF85YC,Summer AC Comforter,Bedding,1,1709.0,290.0,1999.0,1709.0
2026-04-11,SC-F-TBLPILWCS-S-28x18,B0CWLCGJDC,Cotton Pillow Case,Bedding,1,378.0,144.0,522.0,378.0
2026-04-11,SC-F-ULTM-LATEX-K-78x72x8,B0D58NBSN9,Ultima Latex Mattress,Mattress,1,30044.0,1430.0,31474.0,29289.0
2026-04-11,SC-MFPILW-BAM-C-25x16,B09XFF5LPL,Contour Bamboo MF Pillow,Pillows,1,851.0,148.0,999.0,851.0
2026-04-11,SC-PILLOW,B0822SXQGH,Memory Foam Pillow,Pillows,10,10466.0,2110.0,12576.0,8831.0
2026-04-11,SC-ULTM-K-72x72x8,B09XGNVVYK,Ultima Mattress,Mattress,1,21923.0,1430.0,23353.0,21455.0
2026-04-11,SC-ULTM-K-78x72x10,B09XGSHBKJ,Ultima Mattress,Mattress,1,25569.0,1430.0,26999.0,24968.0
2026-04-11,SC-ULTM-K-78x72x8,B09XGRWRST,Ultima Mattress,Mattress,3,65835.0,4290.0,70125.0,60655.0
2026-04-11,SC-ULTM-Q-75x60x8,B09XGPK5MG,Ultima Mattress,Mattress,1,19269.0,1430.0,20699.0,18045.0
2026-04-11,SC72366,B078BRGTDM,Original Mattress,Mattress,1,7613.0,810.0,8423.0,6939.0
2026-04-11,SC72726,B077QJVWBR,Original Mattress,Mattress,3,40814.0,3690.0,44504.0,39117.0
2026-04-11,SC75726,B0732TFNYC,Original Mattress,Mattress,1,13791.0,1230.0,15021.0,12243.0
2026-04-11,SC78606,B0732WFNVL,Original Mattress,Mattress,2,24317.0,1900.0,26217.0,22875.0
2026-04-11,SC78726,B0732Y4N37,Original Mattress,Mattress,2,27906.0,2460.0,30366.0,26691.0
2026-04-11,SCP72608,B07MHZTP8Q,Original Mattress,Mattress,1,13224.0,1230.0,14454.0,12907.0
2026-04-11,SCP78728,B07JM7GQG4,Original Mattress,Mattress,2,31882.0,2460.0,34342.0,30350.0
2026-04-11,SCPROD75x48,B0822XBCF1,Protector,Bedding,2,1366.0,282.0,1648.0,1366.0
2026-04-11,SCPROK78x72,B0822WWZRV,Protector,Bedding,7,6232.0,1337.0,7569.0,5758.0
2026-04-12,SC-BKNECKPILW-S-10x9,B0CJ9G9XVQ,Travel Neck Pillow,Pillows,1,845.0,154.0,999.0,845.0
2026-04-12,SC-F-4TFOLD-BL-72X36,B0FHF2DKQZ,Tri-fold Mattress,Mattress,2,8422.0,1620.0,10042.0,8286.0
2026-04-12,SC-F-4TFOLD-BL-72X48,B0FHF65C2R,Tri-fold Mattress,Mattress,2,10678.0,1620.0,12298.0,10066.0
2026-04-12,SC-F-CLPILW27x18,B08KT1QRHJ,Cloud Pillow,Pillows,1,851.0,148.0,999.0,851.0
2026-04-12,SC-F-CON-MFPILWS2-BAM-24x14,B09XFG77VR,Contour Bamboo MF Pillow,Pillows,1,1688.0,211.0,1899.0,1688.0
2026-04-12,SC-F-HYB-LATEX-D-72x48x6,B09XFLYZ66,Hybrid Latex Mattress,Mattress,3,32175.0,2850.0,35025.0,28968.0
2026-04-12,SC-F-HYB-LATEX-K-72x72x6,B09XGDZQPC,Hybrid Latex Mattress,Mattress,2,30052.0,2460.0,32512.0,27340.0
2026-04-12,SC-F-HYB-LATEX-K-72x72x8,B09XFMGSKV,Hybrid Latex Mattress,Mattress,1,17828.0,1430.0,19258.0,17255.0
2026-04-12,SC-F-HYB-LATEX-K-78x72x6,B09XFKM8V6,Hybrid Latex Mattress,Mattress,3,48471.0,3690.0,52161.0,45209.0
2026-04-12,SC-F-HYB-LATEX-K-78x72x8,B09XGCSRXY,Hybrid Latex Mattress,Mattress,6,112501.0,8580.0,121081.0,106058.0
2026-04-12,SC-F-HYB-LATEX-Q-75x60x6,B09XGK6Q4L,Hybrid Latex Mattress,Mattress,3,40743.0,3690.0,44433.0,36853.0
2026-04-12,SC-F-HYB-LATEX-Q-75x60x8,B09XFRNJCD,Hybrid Latex Mattress,Mattress,1,15401.0,1230.0,16631.0,13611.0
2026-04-12,SC-F-HYB-LATEX-Q-78x60x6,B09XGPZKTZ,Hybrid Latex Mattress,Mattress,2,27985.0,2460.0,30445.0,25971.0
2026-04-12,SC-F-HYB-LATEX-S-72x36x6,B09XFMX37N,Hybrid Latex Mattress,Mattress,1,8765.0,950.0,9715.0,8487.0
2026-04-12,SC-F-HYB-LATEX-S-75x36x6,B09XFLCPM3,Hybrid Latex Mattress,Mattress,1,8849.0,950.0,9799.0,8849.0
2026-04-12,SC-F-HYBPILWSET2-S-26x16,B09XF52Y5P,Hybrid Pillow,Pillows,1,3262.0,211.0,3473.0,3262.0
2026-04-12,SC-F-LITEPILWPSET2-S-27X17,B0CV17V482,Fiber Lite,Pillows,2,1398.0,296.0,1694.0,1398.0
2026-04-12,SC-F-LTX-ORTHO-K-78x72x5,B0G7JCBDJJ,Latex Ortho Mattress,Mattress,1,12902.0,950.0,13852.0,12902.0
2026-04-12,SC-F-ORIG-D-72x48x4,B0G71HHRVT,Original Mattress,Mattress,1,7084.0,810.0,7894.0,6610.0
2026-04-12,SC-F-ORIG-K-75x70x6,B0F2THTPGB,Original Mattress,Mattress,1,13791.0,1230.0,15021.0,12452.0
2026-04-12,SC-F-ORIG-K-78x72x4,B0G722YTNC,Original Mattress,Mattress,1,10770.0,950.0,11720.0,10770.0
2026-04-12,SC-F-ORIG-K-84x72x6,B0BB72TBNX,Original Mattress,Mattress,1,14134.0,1230.0,15364.0,12904.0
2026-04-12,SC-F-ORIG-Q-72x60x4,B0G71QJRXS,Original Mattress,Mattress,1,8245.0,810.0,9055.0,7973.0
2026-04-12,SC-F-ORIG-S-72x30x8,B0BB72XRJ6,Original Mattress,Mattress,1,7613.0,810.0,8423.0,7370.0
2026-04-12,SC-F-PROT-K-75x72,B0822W6ZCG,Protector,Bedding,1,844.0,191.0,1035.0,844.0
2026-04-12,SC-F-PROT-Q-75x60,B0822WH47T,Protector,Bedding,3,2397.0,423.0,2820.0,2318.0
2026-04-12,SC-F-PROT-Q-78x60,B0822WJWGS,Protector,Bedding,1,799.0,141.0,940.0,799.0
2026-04-12,SC-F-S2CLPILW27x18,B08R7MX63N,Cloud Pillow,Pillows,1,1688.0,211.0,1899.0,1688.0
2026-04-12,SC-F-S2MFPILW-26x16x4,B08R8DC5BB,Memory Foam Pillow,Pillows,2,3812.0,422.0,4234.0,3812.0
2026-04-12,SC-F-S4MFPILW-26x16x4,B08R8DQ3T4,Memory Foam Pillow,Pillows,1,3570.0,211.0,3781.0,3570.0
2026-04-12,SC-F-TBLFTDSHEET-S-72x36,B0CWD8Y3BH,Cotton Fitted Bedsheet,Bedding,1,940.0,198.0,1138.0,940.0
2026-04-12,SC-F-ULTM-LATEX-K-78x72x10,B0D58MW6Z4,Ultima Latex Mattress,Mattress,2,67338.0,2860.0,70198.0,65232.0
2026-04-12,SC-F-ULTM-LATEX-K-78x72x8,B0D58NBSN9,Ultima Latex Mattress,Mattress,1,30069.0,1430.0,31499.0,27207.0
2026-04-12,SC-F-ULTM-LATEX-Q-78x60x8,B0D58N5B2F,Ultima Latex Mattress,Mattress,1,27365.0,1430.0,28795.0,25039.0
2026-04-12,SC-FK-PBC-BLACK,B0GLG771PX,Mobility,Mobility,1,1349.0,250.0,1599.0,1256.0
2026-04-12,SC-MFPILW-BAM-C-25x16,B09XFF5LPL,Contour Bamboo MF Pillow,Pillows,2,1694.0,296.0,1990.0,1694.0
2026-04-12,SC-PILLOW,B0822SXQGH,Memory Foam Pillow,Pillows,9,11281.0,1899.0,13180.0,9861.0
2026-04-12,SC-SLMPILW-S-26x16,B09XBMFFZY,Slim Pillow,Pillows,2,1567.0,296.0,1863.0,1324.0
2026-04-12,SC-ULTM-Q-78x60x8,B09XGNTMB7,Ultima Mattress,Mattress,1,19219.0,1430.0,20649.0,17055.0
2026-04-12,SC72486,B077Q9YRMY,Original Mattress,Mattress,1,9417.0,950.0,10367.0,9417.0
2026-04-12,SC72726,B077QJVWBR,Original Mattress,Mattress,2,27254.0,2460.0,29714.0,24606.0
2026-04-12,SC75486,B077Q8RLCP,Original Mattress,Mattress,1,9579.0,950.0,10529.0,9263.0
2026-04-12,SC75606,B0732TMKP8,Original Mattress,Mattress,2,24018.0,1900.0,25918.0,22155.0
2026-04-12,SC75726,B0732TFNYC,Original Mattress,Mattress,1,13791.0,1230.0,15021.0,12919.0
2026-04-12,SC78606,B0732WFNVL,Original Mattress,Mattress,1,12171.0,950.0,13121.0,11777.0
2026-04-12,SC78726,B0732Y4N37,Original Mattress,Mattress,1,13953.0,1230.0,15183.0,13071.0
2026-04-12,SCP72488,B07PVC8NR5,Original Mattress,Mattress,1,10794.0,950.0,11744.0,10794.0
2026-04-12,SCP72728,B07M72KSRM,Original Mattress,Mattress,5,76437.0,6150.0,82587.0,73972.0
2026-04-12,SCP75608,B07MBSJ553,Original Mattress,Mattress,1,13629.0,1230.0,14859.0,13191.0
2026-04-12,SCP78728,B07JM7GQG4,Original Mattress,Mattress,1,15904.0,1230.0,17134.0,15388.0
2026-04-12,SCPROK78x72,B0822WWZRV,Protector,Bedding,6,5388.0,1146.0,6534.0,4798.0
2026-04-13,SC-78x60x10,B09BFD1ZB3,Original Mattress,Mattress,1,15617.0,1230.0,16847.0,15160.0
2026-04-13,SC-BKNECKPILW-S-10x9,B0CJ9G9XVQ,Travel Neck Pillow,Pillows,1,812.0,154.0,966.0,812.0
2026-04-13,SC-F-BDPILW19x50,B08KS2YSFR,Cuddle Pillow,Pillows,1,1487.0,211.0,1698.0,1487.0
2026-04-13,SC-F-CON-MFPILWS2-BAM-24x14,B09XFG77VR,Contour Bamboo MF Pillow,Pillows,2,3376.0,422.0,3798.0,3376.0
2026-04-13,SC-F-HYB-LATEX-D-72x48x6,B09XFLYZ66,Hybrid Latex Mattress,Mattress,1,10725.0,950.0,11675.0,10374.0
2026-04-13,SC-F-HYB-LATEX-D-72x48x8,B09XGGGNN9,Hybrid Latex Mattress,Mattress,1,12657.0,950.0,13607.0,12248.0
2026-04-13,SC-F-HYB-LATEX-K-72x70x6,B0F2TGQH37,Hybrid Latex Mattress,Mattress,1,15544.0,1230.0,16774.0,15088.0
2026-04-13,SC-F-HYB-LATEX-K-78x72x6,B09XFKM8V6,Hybrid Latex Mattress,Mattress,1,16157.0,1230.0,17387.0,14765.0
2026-04-13,SC-F-HYB-LATEX-K-78x72x8,B09XGCSRXY,Hybrid Latex Mattress,Mattress,1,18749.0,1430.0,20179.0,16801.0
2026-04-13,SC-F-HYB-LATEX-Q-72x60x6,B09XGNVN9N,Hybrid Latex Mattress,Mattress,1,13329.0,1230.0,14559.0,12900.0
2026-04-13,SC-F-HYB-LATEX-Q-72x60x8,B09XFN2QX3,Hybrid Latex Mattress,Mattress,3,45195.0,3690.0,48885.0,42506.0
2026-04-13,SC-F-HYB-LATEX-Q-75x60x6,B09XGK6Q4L,Hybrid Latex Mattress,Mattress,1,13581.0,1230.0,14811.0,13145.0
2026-04-13,SC-F-HYB-LATEX-Q-78x60x6,B09XGPZKTZ,Hybrid Latex Mattress,Mattress,1,14001.0,1230.0,15231.0,13552.0
2026-04-13,SC-F-HYBPILWSET2-S-26x16,B09XF52Y5P,Hybrid Pillow,Pillows,1,3188.0,211.0,3399.0,3120.0
2026-04-13,SC-F-LITEPILWPSET2-S-27X17,B0CV17V482,Fiber Lite,Pillows,3,2103.0,444.0,2547.0,2103.0
2026-04-13,SC-F-LTX-ORTHO-K-75X72X8,B0G3CC4M7Y,Latex Ortho Mattress,Mattress,1,17399.0,1230.0,18629.0,17399.0
2026-04-13,SC-F-LTX-ORTHO-Q-78X60X6,B0G3CTR224,Latex Ortho Mattress,Mattress,1,12909.0,950.0,13859.0,12909.0
2026-04-13,SC-F-MRQLTPROT-Q-72x60,B0GGSPZ6MX,Protector,Bedding,1,1233.0,191.0,1424.0,1233.0
2026-04-13,SC-F-ORIG-K-72x70x8,B0F2TGCPMR,Original Mattress,Mattress,1,15256.0,1230.0,16486.0,13524.0
2026-04-13,SC-F-ORIG-K-84x72x6,B0BB72TBNX,Original Mattress,Mattress,1,14159.0,1230.0,15389.0,13697.0
2026-04-13,SC-F-ORIG-Q-72x60x4,B0G71QJRXS,Original Mattress,Mattress,1,8245.0,810.0,9055.0,8245.0
2026-04-13,SC-F-ORIG-Q-75x60x5,B0G256HLCB,Original Mattress,Mattress,1,10845.0,950.0,11795.0,10845.0
2026-04-13,SC-F-PROT-Q-72x66,B0822VBPYC,Protector,Bedding,1,856.0,141.0,997.0,856.0
2026-04-13,SC-F-PROT-Q-78x60,B0822WJWGS,Protector,Bedding,2,1598.0,282.0,1880.0,1523.0
2026-04-13,SC-F-PROT-S-72x36,B0822W49Z9,Protector,Bedding,2,1218.0,282.0,1500.0,1218.0
2026-04-13,SC-F-PRPNPILWCS-C-52x20,B0CWL63BQ3,Cotton Pillow Case,Bedding,1,390.0,104.0,494.0,360.0
2026-04-13,SC-F-S2CLPILW27x18,B08R7MX63N,Cloud Pillow,Pillows,1,1688.0,211.0,1899.0,1688.0
2026-04-13,SC-F-SMFPILWSET1-BAM-S-22x14,B0F1Y416FR,Small Memory Foam Pillow,Pillows,2,3404.0,296.0,3700.0,3404.0
2026-04-13,SC-MFPILW-BAM-C-25x16,B09XFF5LPL,Contour Bamboo MF Pillow,Pillows,6,5056.0,888.0,5944.0,4981.0
2026-04-13,SC-PILLOW,B0822SXQGH,Memory Foam Pillow,Pillows,6,7053.0,1266.0,8319.0,6077.0
2026-04-13,SC-ULTM-K-78x72x10,B09XGSHBKJ,Ultima Mattress,Mattress,1,25569.0,1430.0,26999.0,23432.0
2026-04-13,SC-ULTM-Q-75x60x8,B09XGPK5MG,Ultima Mattress,Mattress,1,19269.0,1430.0,20699.0,17855.0
2026-04-13,SC72606,B078BNQ7M4,Original Mattress,Mattress,3,35298.0,2850.0,38148.0,33731.0
2026-04-13,SC75606,B0732TMKP8,Original Mattress,Mattress,1,12009.0,950.0,12959.0,10648.0
2026-04-13,SC78726,B0732Y4N37,Original Mattress,Mattress,5,69665.0,6150.0,75815.0,63997.0
2026-04-13,SCP72608,B07MHZTP8Q,Original Mattress,Mattress,2,26448.0,2460.0,28908.0,24495.0
2026-04-13,SCP72728,B07M72KSRM,Original Mattress,Mattress,1,14879.0,1230.0,16109.0,14383.0
2026-04-13,SCP75608,B07MBSJ553,Original Mattress,Mattress,1,13629.0,1230.0,14859.0,13191.0
2026-04-13,SCP75728,B07MHZVDNP,Original Mattress,Mattress,1,15698.0,1230.0,16928.0,14851.0
2026-04-13,SCP78608,B07JN4C3NB,Original Mattress,Mattress,1,14034.0,1230.0,15264.0,13584.0
2026-04-13,SCP78728,B07JM7GQG4,Original Mattress,Mattress,3,47798.0,3690.0,51488.0,44408.0
2026-04-13,SCPROD75x48,B0822XBCF1,Protector,Bedding,1,704.0,141.0,845.0,636.0
2026-04-13,SCPROK78x72,B0822WWZRV,Protector,Bedding,2,1796.0,382.0,2178.0,1796.0
2026-04-14,SC-F-4TFOLD-BL-72X36,B0FHF2DKQZ,Tri-fold Mattress,Mattress,3,12783.0,2430.0,15213.0,12340.0
2026-04-14,SC-F-CLPILW27x18,B08KT1QRHJ,Cloud Pillow,Pillows,2,1651.0,296.0,1947.0,1651.0
2026-04-14,SC-F-CON-MFPILWS2-BAM-24x14,B09XFG77VR,Contour Bamboo MF Pillow,Pillows,2,3343.0,422.0,3765.0,3343.0
2026-04-14,SC-F-CTR-LTX-BAM-24x16,B0F2N7Q9H3,Contour Latex Pillow,Pillows,1,2188.0,211.0,2399.0,2188.0
2026-04-14,SC-F-HYB-LATEX-D-72x48x6,B09XFLYZ66,Hybrid Latex Mattress,Mattress,1,10725.0,950.0,11675.0,9807.0
2026-04-14,SC-F-HYB-LATEX-D-72x48x8,B09XGGGNN9,Hybrid Latex Mattress,Mattress,1,12657.0,950.0,13607.0,12287.0
2026-04-14,SC-F-HYB-LATEX-D-78x48x6,B09XGGGFCX,Hybrid Latex Mattress,Mattress,1,11360.0,950.0,12310.0,11084.0
2026-04-14,SC-F-HYB-LATEX-K-72x72x6,B09XGDZQPC,Hybrid Latex Mattress,Mattress,4,60107.0,4920.0,65027.0,58151.0
2026-04-14,SC-F-HYB-LATEX-K-72x72x8,B09XFMGSKV,Hybrid Latex Mattress,Mattress,1,17812.0,1430.0,19242.0,17239.0
2026-04-14,SC-F-HYB-LATEX-K-75x72x8,B09XFL1FR1,Hybrid Latex Mattress,Mattress,1,18257.0,1430.0,19687.0,17672.0
2026-04-14,SC-F-HYB-LATEX-K-78x72x6,B09XFKM8V6,Hybrid Latex Mattress,Mattress,2,32283.0,2460.0,34743.0,29892.0
2026-04-14,SC-F-HYB-LATEX-K-78x72x8,B09XGCSRXY,Hybrid Latex Mattress,Mattress,3,56280.0,4290.0,60570.0,54635.0
2026-04-14,SC-F-HYB-LATEX-Q-72x60x6,B09XGNVN9N,Hybrid Latex Mattress,Mattress,1,13329.0,1230.0,14559.0,12900.0
2026-04-14,SC-F-HYB-LATEX-Q-75x60x6,B09XGK6Q4L,Hybrid Latex Mattress,Mattress,1,13578.0,1230.0,14808.0,13184.0
2026-04-14,SC-F-HYB-LATEX-Q-75x60x8,B09XFRNJCD,Hybrid Latex Mattress,Mattress,2,30802.0,2460.0,33262.0,29852.0
2026-04-14,SC-F-HYB-LATEX-Q-78x60x6,B09XGPZKTZ,Hybrid Latex Mattress,Mattress,1,14001.0,1230.0,15231.0,12391.0
2026-04-14,SC-F-HYB-LATEX-Q-78x60x8,B09XFL1H1T,Hybrid Latex Mattress,Mattress,1,15730.0,1230.0,16960.0,15220.0
2026-04-14,SC-F-HYBPILWSET2-S-26x16,B09XF52Y5P,Hybrid Pillow,Pillows,2,13128.0,422.0,13550.0,13128.0
2026-04-14,SC-F-LITEPILWPSET2-S-27X17,B0CV17V482,Fiber Lite,Pillows,1,701.0,148.0,849.0,701.0
2026-04-14,SC-F-LTX-ORTHO-D-72X48X8,B0G3CY2MBY,Latex Ortho Mattress,Mattress,1,11800.0,950.0,12750.0,10242.0
2026-04-14,SC-F-LTX-ORTHO-K-75X72X8,B0G3CC4M7Y,Latex Ortho Mattress,Mattress,1,17399.0,1230.0,18629.0,16180.0
2026-04-14,SC-F-LTX-ORTHO-K-78X72X8,B0G3D21NYY,Latex Ortho Mattress,Mattress,2,34763.0,2460.0,37223.0,33085.0
2026-04-14,SC-F-OBCHPILWCS-C-52x20,B0CWL8DB4C,Cotton Pillow Case,Bedding,1,396.0,153.0,549.0,328.0
2026-04-14,SC-F-ORIG-D-75x48x5,B0G2565L5B,Original Mattress,Mattress,1,9483.0,950.0,10433.0,8857.0
2026-04-14,SC-F-ORIG-K-72x70x8,B0F2TGCPMR,Original Mattress,Mattress,1,15293.0,1230.0,16523.0,14797.0
2026-04-14,SC-F-ORIG-K-72x72x4,B0G726PGD2,Original Mattress,Mattress,1,10025.0,950.0,10975.0,8927.0
2026-04-14,SC-F-ORIG-K-84x72x8,B0BB75FZXB,Original Mattress,Mattress,1,16589.0,1230.0,17819.0,16105.0
2026-04-14,SC-F-ORIG-Q-72x66x8,B0B6CKXX6W,Original Mattress,Mattress,1,14807.0,1230.0,16037.0,14449.0
2026-04-14,SC-F-ORIG-Q-75x60x5,B0G256HLCB,Original Mattress,Mattress,2,21618.0,1900.0,23518.0,21618.0
2026-04-14,SC-F-ORIG-Q-78x60x4,B0G71QBLSG,Original Mattress,Mattress,1,8776.0,950.0,9726.0,8776.0
2026-04-14,SC-F-PROT-Q-75x60,B0822WH47T,Protector,Bedding,1,799.0,141.0,940.0,799.0
2026-04-14,SC-F-PROT-Q-75x66,B0822V9JY7,Protector,Bedding,1,856.0,141.0,997.0,856.0
2026-04-14,SC-F-PROT-Q-78x60,B0822WJWGS,Protector,Bedding,1,752.0,141.0,893.0,752.0
2026-04-14,SC-F-PRPNFTDSHEET-S-72x36,B0CWD4B59K,Cotton Fitted Bedsheet,Bedding,2,3760.0,396.0,4156.0,3760.0
2026-04-14,SC-F-PRPNPILWCS-C-52x20,B0CWL63BQ3,Cotton Pillow Case,Bedding,1,390.0,104.0,494.0,390.0
2026-04-14,SC-F-S2CLPILW27x18,B08R7MX63N,Cloud Pillow,Pillows,2,3359.0,422.0,3781.0,3359.0
2026-04-14,SC-F-S2MFPILW-26x16x4,B08R8DC5BB,Memory Foam Pillow,Pillows,2,3782.0,422.0,4204.0,3782.0
2026-04-14,SC-F-S4MFPILW-26x16x4,B08R8DQ3T4,Memory Foam Pillow,Pillows,1,3570.0,211.0,3781.0,3570.0
2026-04-14,SC-F-SUPRSOFTPILW-S-25x16,B0CRHS55FC,Marshmallow Pillow,Pillows,2,5952.0,422.0,6374.0,5952.0
2026-04-14,SC-F-ULTM-LATEX-K-78x72x8,B0D58NBSN9,Ultima Latex Mattress,Mattress,1,30069.0,1430.0,31499.0,28124.0
2026-04-14,SC-MFPILW-BAM-C-25x16,B09XFF5LPL,Contour Bamboo MF Pillow,Pillows,3,2503.0,444.0,2947.0,2503.0
2026-04-14,SC-PETBEDORTHO-M.Red-L-48X24,B0FSTDKK48,Pet Bed,Beds,1,2155.0,352.0,2507.0,1964.0
2026-04-14,SC-PILLOW,B0822SXQGH,Memory Foam Pillow,Pillows,1,888.0,211.0,1099.0,888.0
2026-04-14,SC-ULTM-Q-72x60x10,B09XGTCS7M,Ultima Mattress,Mattress,1,21969.0,1430.0,23399.0,21267.0
2026-04-14,SC-ULTM-Q-78x60x8,B09XGNTMB7,Ultima Mattress,Mattress,1,19269.0,1430.0,20699.0,16952.0
2026-04-14,SC72366,B078BRGTDM,Original Mattress,Mattress,2,15226.0,1620.0,16846.0,14321.0
2026-04-14,SC72726,B077QJVWBR,Original Mattress,Mattress,2,27258.0,2460.0,29718.0,24118.0
2026-04-14,SC75606,B0732TMKP8,Original Mattress,Mattress,2,23504.0,1900.0,25404.0,21490.0
2026-04-14,SC75726,B0732TFNYC,Original Mattress,Mattress,1,13791.0,1230.0,15021.0,12204.0
2026-04-14,SC78606,B0732WFNVL,Original Mattress,Mattress,1,12171.0,950.0,13121.0,11777.0
2026-04-14,SC78726,B0732Y4N37,Original Mattress,Mattress,2,27906.0,2460.0,30366.0,27053.0
2026-04-14,SCP75608,B07MBSJ553,Original Mattress,Mattress,2,27254.0,2460.0,29714.0,25247.0
2026-04-14,SCP75728,B07MHZVDNP,Original Mattress,Mattress,3,47078.0,3690.0,50768.0,44240.0
2026-04-14,SCP78728,B07JM7GQG4,Original Mattress,Mattress,1,15941.0,1230.0,17171.0,14791.0
2026-04-14,SCPROK78x72,B0822WWZRV,Protector,Bedding,7,6286.0,1337.0,7623.0,6286.0
2026-04-15,SC-F-4TFOLD-BL-72X48,B0FHF65C2R,Tri-fold Mattress,Mattress,3,16017.0,2430.0,18447.0,15183.0
2026-04-15,SC-F-CLD-SPR-K-75x72x8,B0DGTCXZ9M,Cloud Spring Mattress,Mattress,1,25569.0,1430.0,26999.0,24759.0
2026-04-15,SC-F-CON-MFPILWS2-BAM-24x14,B09XFG77VR,Contour Bamboo MF Pillow,Pillows,2,3376.0,422.0,3798.0,3376.0
2026-04-15,SC-F-HYB-LATEX-D-72x48x8,B09XGGGNN9,Hybrid Latex Mattress,Mattress,1,12615.0,950.0,13565.0,12206.0
2026-04-15,SC-F-HYB-LATEX-K-78x72x6,B09XFKM8V6,Hybrid Latex Mattress,Mattress,4,64579.0,4920.0,69499.0,60989.0
2026-04-15,SC-F-HYB-LATEX-K-78x72x8,B09XGCSRXY,Hybrid Latex Mattress,Mattress,2,37522.0,2860.0,40382.0,36322.0
2026-04-15,SC-F-HYB-LATEX-Q-72x60x6,B09XGNVN9N,Hybrid Latex Mattress,Mattress,2,26438.0,2460.0,28898.0,23847.0
2026-04-15,SC-F-HYB-LATEX-Q-72x60x8,B09XFN2QX3,Hybrid Latex Mattress,Mattress,2,30105.0,2460.0,32565.0,28337.0
2026-04-15,SC-F-HYB-LATEX-Q-75x60x6,B09XGK6Q4L,Hybrid Latex Mattress,Mattress,1,13581.0,1230.0,14811.0,13145.0
2026-04-15,SC-F-HYB-LATEX-Q-78x60x6,B09XGPZKTZ,Hybrid Latex Mattress,Mattress,1,13979.0,1230.0,15209.0,13573.0
2026-04-15,SC-F-HYB-LATEX-Q-78x60x8,B09XFL1H1T,Hybrid Latex Mattress,Mattress,1,15737.0,1230.0,16967.0,13910.0
2026-04-15,SC-F-LTX-ORTHO-Q-75X60X8,B0G3CTX1NC,Latex Ortho Mattress,Mattress,1,14519.0,1230.0,15749.0,13518.0
2026-04-15,SC-F-MAZEMUSLN-S-59x85,B09XLS3TTP,Muslin Throws,Bedding,1,2407.0,192.0,2599.0,2407.0
2026-04-15,SC-F-NBQLTPROT-D-78x60,,SC-F-NBQLTPROT-D-78x60,Other,1,1233.0,191.0,1424.0,1233.0
2026-04-15,SC-F-ORIG-K-75x70x8,B0F2TJ7SY4,Original Mattress,Mattress,1,15423.0,1230.0,16653.0,14963.0
2026-04-15,SC-F-ORIG-K-78x72x4,B0G722YTNC,Original Mattress,Mattress,1,10770.0,950.0,11720.0,10066.0
2026-04-15,SC-F-ORIG-Q-72x60x4,B0G71QJRXS,Original Mattress,Mattress,2,16490.0,1620.0,18110.0,15538.0
